date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-08-29,n-able,2.9835070000000004,24.900000000000002,0.35239,8.3,0.11746333333333332,3,2983.5070000000005
2025-08-29,totolink,2.474981,103.30000000000001,0.33014,7.946153846153847,0.025395384615384615,13,2474.981
2025-08-29,fortinet,1.941811,98.4,0.20131000000000002,7.028571428571429,0.014379285714285716,14,1941.811
2025-08-29,trendmicro,1.857884,19.6,0.18958,9.8,0.09479,2,1857.884
2025-08-29,linksys,1.28753,392.90000000000003,0.14576,8.929545454545455,0.0033127272727272727,44,1287.53
2025-08-29,microsoft,1.256125,871.0,0.16812,7.508620689655173,0.001449310344827586,116,1256.125
2025-08-29,tenda,1.156382,358.0,0.12068,8.325581395348838,0.0028065116279069767,43,1156.382
2025-08-29,citrix,0.9520700000000001,19.6,0.09715,9.8,0.048575,2,952.07
2025-08-29,nvidia,0.808405,187.4,0.08404,8.147826086956522,0.003653913043478261,23,808.4050000000001
2025-08-29,dtsearch,0.6113360000000001,8.8,0.06947,8.8,0.06947,1,611.3360000000001
